English word,Greek words,Synsets
Cozen,"κλέπτειν, δολοῦν, κολακεύειν, παραπατᾶν, θωπεύειν, ἐξαπατᾶν, παρακρούεσθοι, παράγειν, ὑποτρέχειν, θώπτειν, ἀπατᾶν, ὑπέρχεσθαι, ἐκκλέπτειν, φηλοῦν",be false to; be dishonest with
,,act with artful deceit
,,cheat or trick
Crab,καρκίνος,decapod having eyes on short stalks and a broad flattened carapace with a small abdomen folded under the thorax and pincers
,,a quarrelsome grouch
,,(astrology) a person who is born while the sun is in Cancer
,,the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22
,,the edible flesh of any of various crabs
,,a louse that infests the pubic region of the human body
,,a stroke of the oar that either misses the water or digs too deeply
,,direct (an aircraft) into a crosswind
,,scurry sideways like a crab
,,fish for crab
,,complain
Crabbed,"δυσχερής, δύστροπος, σκληρός, δυσάρεστος, δύσκολος",direct (an aircraft) into a crosswind
,,scurry sideways like a crab
,,fish for crab
,,complain
,,annoyed and irritable
Crabbedness,δυσκολία,a disposition to be ill-tempered
Crack,"χάσμα, τρῆμα, ψόφος",a long narrow opening
,,a narrow opening
,,a long narrow depression in a surface
,,a sudden sharp noise
,,a chance to do something
,,witty remark
,,a blemish resulting from a break without complete separation of the parts
,,a purified and potent form of cocaine that is smoked rather than snorted; highly addictive
,,a usually brief attempt
,,the act of cracking something
,,become fractured; break or crack on the surface only
,,make a very sharp explosive sound
,,make a sharp sound
,,"hit forcefully; deal a hard blow, making a cracking noise"
,,pass through (a barrier)
,,break partially but keep its integrity
,,"break suddenly and abruptly, as under tension"
,,gain unauthorized access computers with malicious intentions
,,suffer a nervous breakdown
,,tell spontaneously
,,cause to become cracked
,,reduce (petroleum) to a simpler compound by cracking
,,break into simpler molecules by means of heat
,,of the highest quality
Cracked,σαθρός,become fractured; break or crack on the surface only
,,make a very sharp explosive sound
,,make a sharp sound
,,"hit forcefully; deal a hard blow, making a cracking noise"
,,pass through (a barrier)
,,break partially but keep its integrity
,,"break suddenly and abruptly, as under tension"
,,gain unauthorized access computers with malicious intentions
,,suffer a nervous breakdown
,,tell spontaneously
,,cause to become cracked
,,reduce (petroleum) to a simpler compound by cracking
,,break into simpler molecules by means of heat
,,used of skin roughened as a result of cold or exposure
,,of paint or varnish; having the appearance of alligator hide
,,informal or slang terms for mentally irregular
Crackle,ψόφος,the sharp sound of snapping noises
,,glazed china with a network of fine cracks on the surface
,,make a crackling sound
,,make a crushing noise
,,"to become, or to cause to become, covered with a network of small cracks"
,,"having the surface decorated with a network of fine cracks, as in crackleware"
Cradle,"ἀντίπηξ, κύτος, ἄγγος, σκάφη, πάτρα, πατρίς",a baby bed with sides and rockers
,,where something originated or was nurtured in its early existence
,,birth of a person
,,a trough that can be rocked back and forth; used by gold miners to shake auriferous earth in water in order to separate the gold
,,hold gently and carefully
,,bring up from infancy
,,hold or place in or as if in a cradle
,,cut grain with a cradle scythe
,,wash in a cradle
,,run with the stick
Craft,"χειρουργία, τέχνημα, ἀπάτη, σόφισμα, χειρωναξία, δόλος, δημιουργεῖν, μηχάνημα, ἐπιβουλή, χειροτεχνία, τέχνη",the skilled practice of a practical occupation
,,a vehicle designed for navigation in or on water or air or through outer space
,,people who perform a particular kind of skilled work
,,skill in an occupation or trade
,,shrewdness as demonstrated by being skilled in deception
,,make by hand and with much skill
Craftily,"μεμηχανημένως, δόλῳ, δόλοις, πανούργως",in an artful manner
Craftiness,"πυκνότης, πανουργία",shrewdness as demonstrated by being skilled in deception
,,the quality of being crafty
Craftsman,"δημιουργός, χειρῶναξ, τεχνίτης, χειροτέχνης",a professional whose work is consistently of high quality
,,a creator of great skill in the manual arts
,,a skilled worker who practices some trade or handicraft
Crafty,"πυκνός, αἱμύλος, δολῶπις, ἐπίτριπτος, πανοῦργος, παλιντριβής, μηχανορράφος, ποικίλος, δόλιος",marked by skill in deception
Crag,"πέτρος, λέπας, ἀγμός, σκόπελος, ἄκρα, λίθος, κρημνός, σπιλάς, χερμάς",a steep rugged rock or cliff
Craggy,"πετρώδης, λεπαῖος, κρημνώδης, ὑψηλόκρημνος",having hills and crags
Cram,"ἐμπιπλαναι, μεστοῦν, πληροῦν, ὠθεῖν",crowd or pack to capacity
,,put something somewhere so that the space is completely filled
,,"study intensively, as before an exam"
,,prepare (students) hastily for an impending exam
Cramp,"κατείργειν, ἐπέχειν, κατέχειν, εἴργειν, ἐμποδίζειν",a painful and involuntary muscular contraction
,,a clamp for holding pieces of wood together while they are glued
,,a strip of metal with ends bent at right angles; used to hold masonry together
,,secure with a cramp
,,prevent the progress or free movement of
,,affect with or as if with a cramp
,,suffer from sudden painful contraction of a muscle
Crane,γέρανος,United States writer (1871-1900)
,,United States poet (1899-1932)
,,a small constellation in the southern hemisphere near Phoenix
,,lifts and moves heavy objects; lifting tackle is suspended from a pivoted boom that rotates around a vertical axis
,,large long-necked wading bird of marshes and plains in many parts of the world
,,stretch (the neck) so as to see better
Cranny,"κευθμών, μυχός, τρῆμα",a long narrow depression in a surface
,,a small opening or crevice (especially in a rock face or wall)
Crash,"κλάζειν, ψοφεῖν, συμπίπτειν, βρέμειν, παταγεῖν, κτυπεῖν",a loud resonant repeating noise
,,a serious accident (usually involving one or more vehicles)
,,a sudden large decline of business or the prices of stocks (especially one that causes additional failures)
,,the act of colliding with something
,,(computer science) an event that causes a computer system to become inoperative
,,fall or come down violently
,,"move with, or as if with, a crashing noise"
,,undergo damage or destruction on impact
,,move violently as through a barrier
,,break violently or noisily; smash
,,"occupy, usually uninvited"
,,make a sudden loud sound
,,enter uninvited; informal
,,cause to crash
,,hurl or thrust violently
,,undergo a sudden and severe downturn
,,stop operating
,,sleep in a convenient place
Crate,ταρσός,a rugged box (usually made of wood); used for shipping
,,the quantity contained in a crate
,,put into a crate; as for protection
Crave,"αἰτεῖν, ἐπιθυμεῖν, ἱμείρειν, ὀρέγεσθαι, χατίζειν, πεινῆν, προσαιτεῖν, ἀπαιτεῖν, ποθεῖν, χρῄζειν, παραιτεῖσθαι, ἐξαιτεῖν, ἐπαιτεῖν, ἐφίεσθαι, ἱμείρεσθαι","have a craving, appetite, or great desire for"
,,plead or ask for earnestly
